c#IrAkkil	N_NNP	B-NP	1	IrAk	IrA	kkil	kil	{MCL}	B-LOCATION	IrAk,N,il-LOC,,,,
kUttuppatEkalY	N_NN	B-NP	0	kUtt	kUt	kalY	alY	{MCL}	o	kUttuppatE,N,,pl,,,
wAkkuwalkalY	N_NN	I-NP	0	wAkk	wAk	kalY	alY	o	o	wAkkuwal,N,,pl,,,
natawwi	V_VM_VNF_VBN	B-VGF	0	nata	nat	awwi	wwi	o	o	natawwu,V,,,,,VBP
varukinYrYanYa	V_VM_VF	I-VGF	0	varu	var	anYa	nYa	o	o	vA,V,PRESENT,pl,3,n,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

inwa	DM_DMR	B-NP	0	0	inw	0	nwa	{NF}	o	inwa,ADJ,,,,,
nilEyil	N_NN	I-NP	0	nilE	nil	Eyil	yil	o	o	nilE,N,il-LOC,,,,
afku	RB	B-RBP	0	0	afk	0	fku	o	o	afku,ADV,,,,,
c#ciriyA	N_NN	B-NP	0	ciri	cir	riyA	iyA	o	B-LOCATION	ciriyA,N,,,,,
eVllEyil	N_NN	I-NP	0	eVll	eVl	Eyil	yil	o	o	eVllE,N,il-LOC,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#ramAti	N_NNP	B-NP	1	ramA	ram	mAti	Ati	o	B-PLACE	ramAti,unk,,,,,,
nakaril	N_NN	I-NP	0	naka	nak	aril	ril	o	I-PLACE	nakar,N,il-LOC,,,,
irunwu	V_VM_VNF_VBN	B-VGNF	0	irun	iru	unwu	nwu	{/NF}	o	iru,V,,,,,VBP
c#440	QT_QTC	B-NP	0	0	0	0	0	{RP}	B-DISATNCE	440,num,,,,,,
ki.mI.	N_NN	I-NP	0	ki.m	ki.	.mI.	mI.	o	#I-DISATNCE	ki.mI,N,,,,,
woVlEvil	N_NN	I-NP	0	woVl	woV	Evil	vil	o	o	woVlEvu,N,il-LOC,,,,
ulYlYa	PSP	B-BLK	0	ulYl	ulY	YlYa	lYa	o	o	ulYlYa,PSP,,,,,
c#al	N_NNP	B-NP	1	0	0	0	0	o	B-PLACE	al,V,,,,,
vAlIw	N_NNP	I-NP	1	vAlI	vAl	AlIw	lIw	o	I-PLACE	vAlIw,unk,,,,,,
eVnYrYa	CC_CCS	B-CCP	0	eVnY	eVn	YrYa	rYa	o	o	eVnYrYa,ADV,,,,,
itawwil	N_NN	B-NP	0	itaw	ita	wwil	wil	{/RP}	o	itam,N,il-LOC,,,,
pAwukAppu	N_NN	B-NP	0	pAwu	pAw	Appu	ppu	{RP}	o	pAwukAppu,N,,,,,
patEyinYarE	N_NN	I-NP	0	patE	pat	YarE	arE	o	o	patEyinYar,N,E-ACC,,,,
nokki	RB	B-VGNF	0	nokk	nok	okki	kki	o	o	nokki,ADV,,,,,
n#E.eVs.payafkaravAwikalY	V_VM_VNF_RP_PRP	I-VGNF	0	E.eV	E.e	kalY	alY	{/RP}	o	E.eVs.payafkaravAwikalY,unk,,,,,,
nerYrYu	N_NN	B-NP	0	nerY	ner	YrYu	rYu	o	o	nerYrYu,ADV,,,,,
munYwinYam	N_NN	I-NP	0	munY	mun	nYam	Yam	{/RP}	o	munYwinYam,N,,,,,
wAkkuwal	N_NN	B-NP	0	wAkk	wAk	uwal	wal	{MCL}	o	wAkkuwal,N,,,,,
natawwa	V_VM_VNF_INF	B-VGNF	0	nata	nat	awwa	wwa	o	o	natawwu,V,,,,,INF
murYpattanYar	V_VM_VF	I-VGNF	0	murY	mur	nYar	Yar	{/MCL}	o	murYpatu,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

AnYAl	CC_CCD	B-CCP	0	AnYA	AnY	nYAl	YAl	{MCL}	o	AnYAl,CONJ,,,,,
inwa	DM_DMR	B-NP	0	0	inw	0	nwa	o	o	inwa,ADJ,,,,,
wAkkuwalE	N_NN	I-NP	0	wAkk	wAk	walE	alE	o	o	wAkkuwal,N,E-ACC,,,,
pAwukAppu	N_NN	B-NP	0	pAwu	pAw	Appu	ppu	o	o	pAwukAppu,N,,,,,
patEyinYar	N_NN	I-NP	0	patE	pat	nYar	Yar	o	o	patEyinYar,N,,,,,
murYiyatiwwanYar	V_VM_VF	B-VGF	0	murY	mur	nYar	Yar	o	o	murYiyati,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

appowu	RB	B-RBP	0	appo	app	powu	owu	{MCL}	o	appowu,ADV,,,,,
c#E.eVs.	N_NNP	B-NP	1	E.eV	E.e	eVs.	Vs.	o	B-ORGANIZATION	E.eVs.,unk,,,,,,
payafkaravAwikalY	N_NN	I-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
mIwu	PSP	B-BLK	0	0	mIw	0	Iwu	o	o	mIwu,PSP,,,,,
avarkalY	PR_PRP	B-NP	0	avar	ava	kalY	alY	o	o	avar,PN,,pl,,mf,
caramAriyAka	RB	B-RBP	0	cara	car	yAka	Aka	o	o	caramAri,N,Aka-ADV,,,,
wuppAkkiccUtu	N_NN	B-NP	0	wupp	wup	cUtu	Utu	o	o	wuppAkkiccUtu,N,,,,,
natawwinYar	V_VM_VF	B-VGF	0	nata	nat	nYar	Yar	o	o	natawwu,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

iwil	PR_PRP	B-NP	0	0	iwi	0	wil	{MCL}	o	iwu,PN,il-LOC,,,,
c#4	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	4,num,,,,,,
per	N_NN	I-NP	0	0	0	0	0	o	o	per,N,,,,,
uyirilYYanwanYar	V_VM_VF	B-VGF	0	uyir	uyi	nYar	Yar	o	o	uyirilYYa,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

inwa	DM_DMR	B-NP	0	0	inw	0	nwa	{MCL}	o	inwa,ADJ,,,,,
wakavalE	N_NN	I-NP	0	waka	wak	valE	alE	o	o	wakaval,N,E-ACC,,,,
c#IrAk	N_NN	B-NP	0	0	IrA	0	rAk	o	B-LOCATION	IrAk,N,,,,,
pAwukAppu	N_NN	I-NP	0	pAwu	pAw	Appu	ppu	o	o	pAwukAppu,N,,,,,
patE	N_NN	I-NP	0	0	pat	0	atE	o	o	patE,N,,,,,
c#kamANtar	N_NNP	B-NP	1	kamA	kam	Ntar	tar	o	B-INDIVIDUAL	kamANtar,N,,,,,
RAkar	N_NNP	I-NP	1	RAka	RAk	Akar	kar	o	I-INDIVIDUAL	RAkar,unk,,,,,,
al	N_NNP	I-NP	1	0	0	0	0	o	I-INDIVIDUAL	al,V,,,,,
riRAvi	N_NNP	I-NP	1	riRA	riR	RAvi	Avi	o	I-INDIVIDUAL	riRAvi,unk,,,,,,
kUrYiyawAka	RB	B-RBP	0	kUrY	kUr	wAka	Aka	o	o	kUrYu,V,PAST,sg,3,n,RP-PRP
‘	RD_SYM	B-NP	0	0	0	0	0	o	o	‘,punc,,,,,,
n#alcumAriyA	N_NNP	I-NP	1	alcu	alc	riyA	iyA	o	o	alcumAriyA,unk,,,,,,
niyUs	N_NNP	I-NP	1	niyU	niy	iyUs	yUs	o	o	niyUs,N,,,,,
’	RD_SYM	I-NP	0	0	0	0	0	o	o	’,punc,,,,,,
nirYuvanYam	N_NN	B-NP	0	nirY	nir	nYam	Yam	o	o	nirYuvanYam,N,,,,,
kUrYukirYawu	V_VM_VF	B-VGF	0	kUrY	kUr	Yawu	awu	o	o	kUrYu,V,PRESENT,sg,3,n,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

inwa	DM_DMR	B-NP	0	0	inw	0	nwa	{MCL}	o	inwa,ADJ,,,,,
wAkkuwalinY	N_NN	I-NP	0	wAkk	wAk	linY	inY	o	o	wAkkuwal,N,inY-GEN,,,,
powu	PSP	B-BLK	0	0	pow	0	owu	o	o	powu,PSP,,,,,
payafkaravAwikalYinY	N_NN	B-NP	0	paya	pay	YinY	inY	o	o	payafkaravAwi,N,inY-GEN,pl,,,
vAkanYafkalYum	N_NN	I-NP	0	vAka	vAk	lYum	Yum	o	o	vAkanYam,N,,pl,,,
cinYnYApinYnYamAki	V_VM_VNF_VBN	B-VGF	0	cinY	cin	mAki	Aki	o	o	cinYnYApinYnYamAki,unk,,,,,,
vittawAka	RB	I-VGF	0	vitt	vit	wAka	Aka	o	o	vitu,V,PAST,sg,3,n,RP-PRP
weVriya	V_VM_VNF_INF	I-VGNF	0	weVr	weV	riya	iya	o	o	weVri,V,,,,,INF
vanwulYlYawu	V_VM_VF	I-VGNF	0	vanw	van	Yawu	awu	o	o	vA,V,PRESENT,sg,3,n,RP-PRP
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#inwonYeciyAvil	N_NNP	B-NP	1	inwo	inw	Avil	vil	{MCL}	B-LOCATION	inwonYeciyA,N,il-LOC,,,,
payafkaravAwikalY	N_NN	B-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
c#6	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	6,num,,,,,,
per	N_NN	I-NP	0	0	0	0	0	o	o	per,N,,,,,
cuttukkoVlE	N_NN	I-NP	0	cutt	cut	oVlE	VlE	o	o	cuttukkoVlE,unk,,,,,,
oVruvar	N_NN	B-NP	0	oVru	oVr	uvar	var	o	o	oVruvar,N,,,,,
kEwu	N_NN	B-NP	0	0	kEw	0	Ewu	o	o	kEwu,N,,,,,
w#jakarwwA	N_NNP	B-NP	1	jaka	jak	rwwA	wwA	o	B-INDIVIDUAL	jakarwwA,unk,,,,,,
c#inwonYeciyAvil	N_NNP	I-NP	1	inwo	inw	Avil	vil	o	B-LOCATION	inwonYeciyA,N,il-LOC,,,,
n#jAvA	N_NNP	B-NP	1	0	jAv	0	AvA	o	o	jAvA,N,,,,,
wIvil	N_NN	I-NP	0	wIvi	wIv	Ivil	vil	o	o	wIvu,N,il-LOC,pl,,,
ulYlYa	PSP	B-BLK	0	ulYl	ulY	YlYa	lYa	o	o	ulYlYa,PSP,,,,,
pokkuvarawwu	N_NN	B-NP	0	pokk	pok	awwu	wwu	o	o	pokkuvarawwu,N,,,,,
c#polIs	N_NN	I-NP	0	polI	pol	olIs	lIs	o	B-GOV	polIs,N,,,,,
cowanYE	N_NN	I-NP	0	cowa	cow	anYE	nYE	o	o	cowanYE,N,,,,,
cAvatikku	N_NN	I-NP	0	cAva	cAv	ikku	kku	o	o	cAvati,N,kku-DAT,,,,
7	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	7,num,,,,,,
payafkaravAwikalY	N_NN	I-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
nerYrYu	N_NN	B-NP	0	nerY	ner	YrYu	rYu	o	o	nerYrYu,ADV,,,,,
munYwinYam	N_NN	I-NP	0	munY	mun	nYam	Yam	o	o	munYwinYam,N,,,,,
oVru	QT_QTC	B-NP	0	0	oVr	0	Vru	o	o	oVru,ADJ,,,,,
vAkanYawwil	N_NN	I-NP	0	vAka	vAk	wwil	wil	o	o	vAkanYam,N,il-LOC,pl,,,
ceVnYrYanYar	V_VM_VF	B-VGF	0	ceVn	ceV	nYar	Yar	o	o	ceVl,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

ceVnYrYatEnwa	V_VM_VNF_RP	B-VGNF	0	ceVn	ceV	Enwa	nwa	o	o	ceVnYrYatE,V,PAST,,,,RP
vekawwil	N_NN	B-NP	0	veka	vek	wwil	wil	{MCL}	o	vekam,N,il-LOC,,,,
avarkalY	PR_PRP	B-NP	0	avar	ava	kalY	alY	o	o	avar,PN,,pl,,mf,
afkirunwa	RB	B-RBP	0	afki	afk	unwa	nwa	o	o	afkiru,V,PAST,,,,RP
c#polIs	N_NN	B-NP	0	polI	pol	olIs	lIs	o	B-GOV	polIs,N,,,,,
awikArikalY	N_NN	I-NP	0	awik	awi	kalY	alY	o	o	awikAri,N,,pl,,,
mIwu	PSP	B-BLK	0	0	mIw	0	Iwu	o	o	mIwu,PSP,,,,,
caramAriyAka	RB	B-VGF	0	cara	car	yAka	Aka	{/MCL}	o	caramAri,N,Aka-ADV,,,,

avarkalY	PR_PRP	B-NP	0	avar	ava	kalY	alY	{MCL}	o	avar,PN,,pl,,mf,
wiruppiccuttanYar	V_VM_VF	B-VGF	0	wiru	wir	nYar	Yar	o	o	wiruppiccuttanYar,unk,,,,,,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

iwE	PR_PRP	B-NP	0	0	0	0	0	o	o	iwu,PN,E-ACC,,,,
eVwirpArkkAwa	RP_NEG	B-NEGP	0	eVwi	eVw	kAwa	Awa	{MCL}	o	eVwirpAr,V,,,,,neg_rp-NEG
payafkaravAwikalY	N_NN	B-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
appatiye	RB	B-RBP	0	appa	app	tiye	iye	o	o	appatiye,ADV,,,,,
wafkalYawu	PR_PRP	B-NP	0	wafk	waf	Yawu	awu	o	o	wafkalY,PN,awu-GEN,,,,
vAkanYawwE	N_NN	I-NP	0	vAka	vAk	awwE	wwE	o	o	vAkanYam,N,E-ACC,pl,,,
vittu	V_VM_VNF_VBN	B-VGNF	0	vitt	vit	ittu	ttu	o	o	vitu,V,,,,,VBP
vittu	V_VM_VNF_VBN	I-VGNF	0	vitt	vit	ittu	ttu	o	o	vitu,V,,,,,VBP
,	RD_PUNC	I-VGNF	0	0	0	0	0	o	o	&comma;,punc,,,,,
anwap	DM_DMR	B-NP	0	anwa	anw	nwap	wap	o	o	anwa,ADJ,,,,,
pakuwiyil	N_NN	I-NP	0	paku	pak	iyil	yil	o	o	pakuwi,N,il-LOC,,,,
ulYlYa	PSP	B-BLK	0	ulYl	ulY	YlYa	lYa	o	o	ulYlYa,PSP,,,,,
vayalveVlYiyil	N_NN	B-NP	0	vaya	vay	iyil	yil	o	o	vayalveVlYi,N,il-LOC,,,,
ottam	N_NN	B-NP	0	otta	ott	ttam	tam	o	o	ottam,N,,,,,
pitikkaw	V_VM_VNF_INF	B-VGNF	0	piti	pit	kkaw	kaw	o	o	piti,V,,,,,INF
woVtafkinYArkalY	V_VM_VF	I-VGNF	0	woVt	woV	kalY	alY	{/MCL}	o	woVtafku,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

iwarYkitEye	PR_PRP	B-NP	0	iwar	iwa	tEye	Eye	{MCL}	o	iwarYkitEye,PSP,,,,,
inwa	DM_DMR	B-NP	0	0	inw	0	nwa	o	o	inwa,ADJ,,,,,
campavam	N_NN	I-NP	0	camp	cam	avam	vam	o	o	campavam,N,,,,,
kurYiwwu	PSP	B-BLK	0	kurY	kur	iwwu	wwu	o	o	kurYiwwu,ADV,,,,,
kelYvippatta	V_VM_VNF_RP	B-VGNF	0	kelY	kel	atta	tta	o	o	kelYvippatu,V,PAST,,,,RP
ulYlYUr	N_NN	B-NP	0	ulYl	ulY	lYUr	YUr	o	o	ulYlYUr,N,,,,,
c#polIs	N_NN	I-NP	0	polI	pol	olIs	lIs	o	B-GOV	polIs,N,,,,,
patEyinYar	N_NN	B-NP	0	patE	pat	nYar	Yar	o	o	patEyinYar,N,,,,,
afku	RB	B-VGF	0	0	afk	0	fku	o	o	afku,ADV,,,,,
virEnwu	V_VM_VNF_VBN	I-VGF	0	virE	vir	Enwu	nwu	o	o	virE,V,,,,,VBP
vanwanYar	V_VM_VF	I-VGF	0	vanw	van	nYar	Yar	o	o	vA,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

avarkalY	PR_PRP	B-NP	0	avar	ava	kalY	alY	{NF}	o	avar,PN,,pl,,mf,
wappi	V_VM_VNF_VBN	B-VGNF	0	wapp	wap	appi	ppi	{/NF}	o	wappu,V,,,,,VBP
ottam	N_NN	B-NP	0	otta	ott	ttam	tam	{MCL}	o	ottam,N,,,,,
pitiwwa	V_VM_VNF_RP	B-VGNF	0	piti	pit	iwwa	wwa	o	o	piti,V,PAST,,,,RP
payafkaravAwikalYE	N_NN	B-NP	0	paya	pay	alYE	lYE	o	o	payafkaravAwi,N,E-ACC,pl,,,
wurawwic	V_VM_VNF_VBN	B-VGF	0	wura	wur	wwic	wic	o	o	wurawwu,V,,,,,VBP
ceVnYrYanYar	V_VM_VF	I-VGF	0	ceVn	ceV	nYar	Yar	o	o	ceVl,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

oVru	QT_QTC	B-NP	0	0	oVr	0	Vru	{RP}	o	oVru,ADJ,,,,,
kattawwil	N_NN	I-NP	0	katt	kat	wwil	wil	o	o	kattam,N,il-LOC,,,,
avarkalYE	PR_PRP	B-NP	0	avar	ava	alYE	lYE	o	o	avar,PN,E-ACC,pl,,mf,
pArwwawum	V_VM_VNF_RP_PRP	B-VGNF	0	pArw	pAr	awum	wum	o	o	pAr,V,PAST,,,,RP-PRP
payafkaravAwikalY	N_NN	B-NP	0	paya	pay	kalY	alY	{/RP}	o	payafkaravAwi,N,,pl,,,
avarkalY	PR_PRP	B-NP	0	avar	ava	kalY	alY	{MCL}	o	avar,PN,,pl,,mf,
mIwum	PSP	B-BLK	0	mIwu	mIw	Iwum	wum	o	o	mIwum,PSP,,,,,
cutawwoVtafkinYar	V_VM_VF	B-VGF	0	cuta	cut	nYar	Yar	o	o	cutawwoVtafkinYar,unk,,,,,,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

avarkalYum	PR_PRP	B-NP	0	avar	ava	lYum	Yum	{MCL}	o	avar,PN,,pl,,mf,
cariyAnYa	JJ	B-NP	0	cari	car	AnYa	nYa	o	o	cari,N,AnYa-ADJ,,,,
pawilati	N_NN	I-NP	0	pawi	paw	lati	ati	o	o	pawilati,N,,,,,
wanwanYar	V_VM_VF	B-VGF	0	wanw	wan	nYar	Yar	o	o	wA,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

iru	QT_QTC	B-NP	0	0	0	0	0	{MCL}	B-COUNT	iru,ADJ,,,,,
warappukkum	N_NN	I-NP	0	wara	war	kkum	kum	o	o	warappu,N,kku-DAT,,,,
itEye	PSP	B-BLK	0	itEy	itE	tEye	Eye	o	o	itE,N,,,,,
payafkara	JJ	B-NP	0	paya	pay	kara	ara	o	o	payafkaram,N,a-ADJ,,,,
wuppAkkiccaNtE	N_NN	I-NP	0	wupp	wup	aNtE	NtE	o	o	wuppAkkiccaNtE,unk,,,,,,
natanwawu	V_VM_VF	B-VGF	0	nata	nat	wawu	awu	o	o	nata,V,PAST,sg,3,n,RP-PRP
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

awanYmutivil	PR_PRP	B-NP	0	awan	awa	ivil	vil	{MCL}	o	awanYmutivil,unk,,,,,,
c#6	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	6,num,,,,,,
payafkaravAwikalY	N_NN	I-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
cuttukkoVllappattanYar	V_VM_VF	B-VGF	0	cutt	cut	nYar	Yar	o	o	cuttukkoVllappattanYar,unk,,,,,,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

oVru	QT_QTC	B-NP	0	0	oVr	0	Vru	{NF}	o	oVru,ADJ,,,,,
payafkaravAwiyE	N_NN	I-NP	0	paya	pay	wiyE	iyE	o	o	payafkaravAwi,N,E-ACC,pl,,,
c#polIcAr	N_NN	B-NP	0	polI	pol	IcAr	cAr	o	B-GOV	polIcAr,N,,,,,
curYrYi	V_VM_VNF_VBN	B-VGNF	0	curY	cur	YrYi	rYi	o	o	curYrYu,V,,,,,VBP
valYEwwu	V_VM_VNF_VBN	I-VGNF	0	valY	val	Ewwu	wwu	{/NF}	o	valYE,V,,,,,VBP
kEwu	N_NN	B-NP	0	0	kEw	0	Ewu	{MCL}	o	kEwu,N,,,,,
ceVywanYar	V_VM_VF	B-VGF	0	ceVy	ceV	nYar	Yar	o	o	ceVy,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

koVllappatta	JJ	B-NP	0	koVl	koV	atta	tta	{RP}	o	koVl,V,PAST,,,,RP
payafkaravAwikalY	N_NN	I-NP	0	paya	pay	kalY	alY	o	o	payafkaravAwi,N,,pl,,,
anYEvarum	N_NN	I-NP	0	anYE	anY	arum	rum	o	o	anYEvarum,N,,,,,
c#E.eVs.	N_NNP	B-NP	1	E.eV	E.e	eVs.	Vs.	o	B-ORGANIZATION	E.eVs.,unk,,,,,,
payafkaravAwa	JJ	B-NP	0	paya	pay	vAwa	Awa	o	o	payafkaravAwam,N,a-ADJ,,,,
iyakkawwutanY	N_NN	I-NP	0	iyak	iya	tanY	anY	o	o	iyakkam,N,utanY-SOC,,,,
woVtarputEya	V_VM_VNF_RP_PRP	B-VGNF	0	woVt	woV	tEya	Eya	{/RP}	o	woVtarpu,N,utEya-GEN,,,,
‘	RD_SYM	I-VGNF	0	0	0	0	0	{COM}	o	‘,punc,,,,,,
jamA	N_NN	B-NP	0	0	jam	0	amA	o	o	jamA,N,,,,,
anY‌Raruw	N_NN	I-NP	0	anY‌	anY	aruw	ruw	o	o	anY‌Raruw,unk,,,,,,
c#wavlA	N_NNP	B-NP	1	wavl	wav	avlA	vlA	o	B-ORGANIZATION	wavlA,N,,,,,
neVtvoVrk	N_NN	I-NP	0	neVt	neV	oVrk	Vrk	o	I-ORGANIZATION	neVtvoVrk,N,,,,,
’	RD_SYM	I-NP	0	0	0	0	0	o	o	’,punc,,,,,,
eVnYrYa	CC_CCS	B-CCP	0	eVnY	eVn	YrYa	rYa	o	o	eVnYrYa,ADV,,,,,
payafkaravAwa	JJ	B-NP	0	paya	pay	vAwa	Awa	o	o	payafkaravAwam,N,a-ADJ,,,,
iyakkawwE	N_NN	I-NP	0	iyak	iya	awwE	wwE	o	o	iyakkam,N,E-ACC,,,,
cernwavarkalY	V_VM_VNF_RP_PRP	B-VGF	0	cern	cer	kalY	alY	o	o	cer,V,PAST,,,,RP-PRP
eVnYa	CC_CCS	B-CCP	0	eVnY	eVn	VnYa	nYa	{/COM}	o	eVnYa,ADV,,,,,
wakavalkalY	N_NN	B-NP	0	waka	wak	kalY	alY	{MCL}	o	wakaval,N,,pl,,,
kUrYukinYrYanYa	V_VM_VF	B-VGF	0	kUrY	kUr	anYa	nYa	o	o	kUrYu,V,PRESENT,pl,3,n,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

inwonYeciyA	N_NNP	B-NP	1	inwo	inw	ciyA	iyA	{MCL}	B-LOCATION	inwonYeciyA,N,,,,,
katanwa	JJ	B-NP	0	kata	kat	anwa	nwa	o	o	katanwa,ADJ,,,,,
c#15	QT_QTC	I-NP	0	0	0	0	0	o	#B-YEAR	15,num,,,,,,
ANtukalYAka	RB	B-RBP	0	ANtu	ANt	YAka	Aka	o	#I-YEAR	ANtu,N,,pl,,,
iwwakEya	JJ	B-NP	0	iwwa	iww	kEya	Eya	o	o	iwwakEya,ADJ,,,,,
payafkaravAwa	JJ	I-NP	0	paya	pay	vAwa	Awa	o	o	payafkaravAwam,N,a-ADJ,,,,
iyakkawwinYarinY	N_NN	I-NP	0	iyak	iya	rinY	inY	o	o	iyakkawwinYar,N,inY-GEN,,,,
wAkkuwalukku	N_NN	B-NP	0	wAkk	wAk	ukku	kku	o	o	wAkkuwal,N,ukku-DAT,,,,
AlYAki	V_VM_VNF_VBN	B-VGF	0	AlYA	AlY	YAki	Aki	o	o	AlYAku,V,,,,,VBP
varuvawu	V_VM_VNF_VBN	I-VGF	0	varu	var	vawu	awu	o	o	vA,V,FUTURE,sg,3,n,
kurYippitawwakkawu	V_VM_VF	I-VGF	0	kurY	kur	kawu	awu	o	o	kurYippitu,V,,,,,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

‘	RD_SYM	B-NP	0	0	0	0	0	{CON}	o	‘,punc,,,,,,
maN	N_NN	I-NP	0	0	0	0	0	o	o	maN,N,,,,,
urYuwi	N_NN	I-NP	0	urYu	urY	Yuwi	uwi	o	o	urYuwi,N,,,,,
wanYmEyE	N_NN	B-NP	0	wanY	wan	mEyE	EyE	o	o	wanYmE,N,E-ACC,,,,
ilYYanwawAl	V_VM_VNF_COND	B-VGNF	0	ilYY	ilY	awAl	wAl	{/CON}	o	ilYYa,V,PAST,,,,COND
