ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
கொடுப்பதற்கு	V_VM_VNF_RP_PRP	B-VGNF	koVtu,V,FUTURE,,,,RP-PRP	{/RP}
வேறு	N_NN	B-NP	verYu,ADJ,,,,,	{/RP}
என்ன	DM_DMQ	B-BLK	eVnYnYa,WQ,,,,,	o
காரணம்	N_NN	B-NP	kAraNam,N,,,,,	o
இருக்க	V_VM_VNF_INF	B-VGNF	iru,V,,,,,INF	o
முடியும்	V_VM_VF	I-VGNF	muti,V,FUTURE,sg,3,n,	{/MCL}
?	RD_PUNC	I-VGF	?,punc,,,,,,	o

ஊழலுக்கு	N_NN	B-NP	UlYYal,N,ukku-DAT,,,,	{NF}
உடன்பட	PSP	B-BLK	utanYpatu,V,,,,,INF	o
மறுத்ததற்காகவும்	RB	B-RBP	marYuwwawarYkAkavum,unk,,,,,,	o
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
ஊழலை	N_NN	B-NP	UlYYal,N,E-ACC,,,,	o
எதிர்த்ததற்காகவும்	RB	B-RBP	eVwirwwawarYkAkavum,unk,,,,,,	o
ஓர்	QT_QTC	B-NP	or,ADJ,,,,,	o
அதிகாரியின்	N_NN	I-NP	awikAri,N,inY-GEN,,,,	o
மகளை	N_NN	B-NP	makalY,N,E-ACC,,,,	o
கொடுமைப்படுத்தும்	V_VM_VNF_RP	B-VGNF	koVtumEppatuwwu,V,FUTURE,,,,RP	o
அளவுக்கு	N_NN	B-NP	alYavu,N,kku-DAT,,,,	o
கீழ்த்தரமாக	RB	B-VGNF	kIlYYwwaram,N,Aka-ADV,,,,	o
நடந்து	V_VM_VNF_VBN	I-VGNF	nata,V,,,,,VBP	{/NF}
கொள்பவரால்	N_NN	B-NP	koVlY,V,FUTURE,sg,3,n,	{MCL}
எப்படி	DM_DMQ	B-BLK	pati,N,,,,,	o
நல்ல	JJ	B-NP	nalla,ADJ,,,,,	o
மாவட்ட	N_NN	I-NP	mAvatta,ADJ,,,,,	o
ஆட்சியராக	RB	B-VGF	Atciyar,N,Aka-ADV,pl,,,	{/MCL}

தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	{MCL}
மாவட்ட	N_NN	I-NP	mAvatta,ADJ,,,,,	o
ஆட்சியராக	RB	B-RBP	Atciyar,N,Aka-ADV,pl,,,	o
2013-ஆம்	QT_QTO	B-NP	2013,num,,sg,,,	o
ஆண்டு	N_NN	I-NP	ANtu,N,,,,,	o
மார்ச்	N_NNP	B-NP	mArc,N,,,,,	o
மாதம்	N_NN	I-NP	mAwam,N,,,,,	o
7-ம்	QT_QTC	B-NP	7,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
விவேகானந்தன்	N_NNP	B-NP	vivekAnYanwanY,N,,,,m,	o
பதவியேற்றார்	V_VM_VF	B-VGF	pawaviyel,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

வழக்கமாக	RB	B-RBP	valYYakkam,N,Aka-ADV,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	{MCL}
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
போன்ற	PSP	B-BLK	ponYrYa,ADJ,,,,,	o
உயர்	N_NN	B-NP	uyar,ADJ,,,,,	o
பதவியில்	N_NN	I-NP	pawavi,N,il-LOC,pl,,,	o
இருப்பவர்கள்	V_VM_VF	B-VGNF	iru,V,FUTURE,,,,RP-PRP	o
3	QT_QTC	B-NP	3,num,,,,,,	o
ஆண்டுகளுக்கு	N_NN	I-NP	ANtu,N,ukku-DAT,pl,,,	o
ஒருமுறை	N_NN	B-NP	oVrumurYE,N,,,,,	o
இடமாற்றம்	N_NN	B-NP	itamArYrYam,N,,,,,	o
செய்யப்பட	V_VM_VNF_INF	B-VGNF	ceVyyappatu,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{MCL}
,	RD_PUNC	I-CCP	&comma;,punc,,,,,	o
விவேகானந்தன்	N_NNP	B-NP	vivekAnYanwanY,N,,,,m,	o
4	QT_QTC	B-NP	4,num,,,,,,	o
ஆண்டுகளுக்கு	N_NN	I-NP	ANtu,N,ukku-DAT,pl,,,	o
மேலாக	RB	B-RBP	melAka,ADV,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	I-NP	mAvatta,ADJ,,,,,	o
ஆட்சியராக	RB	B-VGF	Atciyar,N,Aka-ADV,pl,,,	o
நீடிக்கிறார்	V_VM_VF	I-VGF	nIti,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தமிழகத்தில்	N_NNP	B-NP	wamilYYakam,N,il-LOC,,,,	{RP}
ஒரே	JJ	B-NP	oVr,N,,,,,	o
மாவட்டத்தில்	N_NN	I-NP	mAvattam,N,il-LOC,,,,	o
நீண்டகாலமாக	RB	B-VGNF	nINtakAlam,N,Aka-ADV,,,,	o
ஆட்சியராக	RB	I-VGNF	Atciyar,N,Aka-ADV,pl,,,	o
நீடிக்கும்	V_VM_VNF_RP	I-VGNF	nIti,V,FUTURE,,,,RP	o
அதிகாரிகள்	N_NN	B-NP	awikAri,N,,pl,,,	{MCL}
பட்டியலில்	N_NN	I-NP	pattiyal,N,il-LOC,,,,	o
முதலிடத்தில்	N_NN	B-NP	muwalitam,N,il-LOC,,,,	o
இருப்பவர்	V_VM_VNF_RP_PRP	B-VGNF	iru,V,FUTURE,,,,RP-PRP	{/RP}
இவர்	PR_PRP	B-NP	ivar,PN,,,,,	o
தான்	PSP	B-BLK	wAnY,PSP,,,,,	o
.	RD_PUNC	I-BLK	&dot;,punc,,,,,,	{/MCL}

இதற்குக்	PR_PRP	B-NP	iwu,PN,ku-DAT,,,,	{NF}
காரணம்	N_NN	B-NP	kAraNam,N,,,,,	o
ஆட்சியில்	N_NN	I-NP	Atci,N,il-LOC,,,,	o
உள்ள	PSP	B-BLK	ulYlYa,PSP,,,,,	o
கட்சியின்	N_NN	B-NP	katci,N,inY-GEN,,,,	o
அனைத்து	N_NN	I-NP	anYEwwu,ADJ,,,,,	o
நிர்வாகிகளுக்கும்	N_NN	I-NP	nirvAkikalY,N,ukku-DAT,,,,	o
எடுபிடி	N_NN	B-NP	eVtupiti,N,,,,,	o
வேலைகளை	N_NN	B-NP	velE,N,E-ACC,pl,,,	o
செய்வதும்	V_VM_VNF_RP_PRP	B-VGNF	ceVy,V,FUTURE,,,,RP-PRP	o
,	RD_PUNC	I-VGNF	&comma;,punc,,,,,	o
மாவட்டத்தைச்	N_NN	B-NP	mAvattam,N,E-ACC,,,,	o
சேர்ந்த	JJ	B-NP	cernwa,ADJ,,,,,	o
அமைச்சர்களுக்கு	N_NN	I-NP	amEccar,N,ukku-DAT,pl,,,	o
கார்	N_NN	B-NP	kAr,N,,,,,	o
கதவை	N_NN	I-NP	kawavu,N,E-ACC,,,,	o
திறந்து	V_VM_VNF_VBN	B-VGNF	wirYa,V,,,,,VBP	o
விடுவதில்	V_VM_VNF_RP_PRP	I-VGNF	vitu,V,FUTURE,,,,RP-PRP	o
தொடங்கி	V_VM_VNF_VBN	I-VGNF	woVtafku,V,,,,,VBP	{/NF}
அனைத்து	N_NN	B-NP	anYEwwu,ADJ,,,,,	{COM}
வேலைகளையும்	N_NN	I-NP	velE,N,E-ACC,pl,,,	o
செய்வதுதான்	V_VM_VF	B-VGF	ceVy,V,FUTURE,sg,3,n,PSP	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	{MCL}
வருவாய்த்துறை	N_NN	I-NP	varuvAywwurYE,N,,,,,	o
அதிகாரிகள்	N_NN	I-NP	awikAri,N,,pl,,,	o
வெளிப்படையாகவே	RB	B-VGF	veVlYippatE,N,Aka-ADV,,,,	o
குற்றஞ்சாட்டியுள்ளனர்	V_VM_VF	I-VGF	kurYrYaFcAttu,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	{MCL}
ஆட்சியராக	RB	B-VGF	Atciyar,N,Aka-ADV,pl,,,	o
பதவியேற்றது	V_VM_VF	I-VGF	pawaviyel,V,PAST,sg,3,n,RP-PRP	o
முதல்	QT_QTO	B-NP	muwal,ADJ,,,,,	o
ஊழலை	N_NN	I-NP	UlYYal,N,E-ACC,,,,	o
மட்டுமே	PSP	B-BLK	mattu,N,,,,,	o
முழுநேரப்	N_NN	B-NP	mulYYunera,ADJ,,,,,	o
பணியாக	RB	B-RBP	paNi,N,Aka-ADV,,,,	o
இவர்	PR_PRP	B-NP	ivar,PN,,,,,	o
மேற்கொண்டு	V_VM_VNF_VBN	B-VGF	merYkoVlY,V,,,,,VBP	o
வருகிறார்	V_VM_VF	I-VGF	vA,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

வளர்ச்சித்	N_NN	B-NP	valYarcci,N,,,,,	{MCL}
திட்டப்	N_NN	I-NP	wittam,N,a-ADJ,,,,	o
பணிகள்	N_NN	I-NP	paNi,N,,pl,,,	o
எதையும்	DM_DMQ	B-BLK	eVwu,PN,E-ACC,,,,	o
இவர்	PR_PRP	B-NP	ivar,PN,,,,,	o
மேற்கொள்ளவில்லை	RP_NEG	B-VGF	merYkoVlY,V,,,,,NEG	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஆளுங்கட்சியினர்	N_NN	B-NP	AlYufkatciyinYar,N,,,,,	{MCL}
கோபித்துக்	V_VM_VNF_VBN	B-VGF	kopi,V,,,,,VBP	o
கொள்வார்கள்	V_VM_VF	I-VGF	koVlY,V,FUTURE,pl,3,c,	{/MCL}
என்பதற்காக	RB	B-RBP	eVnY,V,FUTURE,,,,RP-PRP	{RP}
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மக்களவை	N_NN	I-NP	makkalYavE,N,,,,,	o
உறுப்பினர்	N_NN	I-NP	urYuppinYar,N,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
முறையில்	N_NN	B-NP	murYE,N,il-LOC,pl,,,	o
எனது	PR_PRP	B-NP	eVnY,PN,awu-GEN,,,,	o
தலைமையில்	N_NN	I-NP	walEmE,N,il-LOC,,,,	o
நடந்த	V_VM_VNF_RP	B-VGNF	nata,V,PAST,,,,RP	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
கண்காணிப்புக்	N_NN	I-NP	kaNkANippu,N,,,,,	o
குழு	N_NN	I-NP	kulYYu,N,,pl,,,	o
கூட்டத்தில்	N_NN	I-NP	kUttam,N,il-LOC,,,,	{/RP}
இவர்	PR_PRP	B-NP	ivar,PN,,,,,	{CON}
பங்கேற்க	V_VM_VNF_INF	B-VGNF	pafkel,V,,,,,INF	o
மறுத்ததால்	V_VM_VNF_COND	I-VGNF	marYu,V,PAST,,,,COND	{/CON}
அக்கூட்டமே	N_NN	B-NP	kUttam,N,,,,,	{MCL}
ரத்து	N_NN	B-NP	rawwu,N,,,,,	o
செய்யப்பட்டது	V_VM_VF	B-VGF	ceVyyappatu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தமிழகம்	N_NNP	B-NP	wamilYYakam,N,,,,,	{COM}
முழுவதும்	N_NN	I-NP	mulYYuvawum,N,,,,,	o
சீமைக்கருவேல	N_NN	B-NP	cImEkkaruvela,unk,,,,,,	o
மரங்களை	N_NN	I-NP	maram,N,E-ACC,pl,,,	o
அகற்ற	V_VM_VNF_INF	B-VGNF	akarYrYu,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
உயர்	N_NN	B-NP	uyar,ADJ,,,,,	{RP}
நீதிமன்றமே	N_NN	I-NP	nIwimanYrYam,N,,,,,	o
உத்தரவிட்டுள்ள	V_VM_VNF_RP	B-VGNF	uwwaravitu,V,PRESENT,,,,RP	o
நிலையில்	N_NN	B-NP	nilE,N,il-LOC,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்டத்தில்	N_NN	I-NP	mAvattam,N,il-LOC,,,,	o
ஏரியை	N_NN	B-NP	eri,N,E-ACC,,,,	o
ஆக்கிரமித்திருந்த	V_VM_VNF_RP	B-VGNF	Akkirami,V,PAST,,,,RP	o
சீமைக்கருவேல	N_NNP	B-NP	cImEkkaruvela,unk,,,,,,	o
மரங்களை	N_NN	B-NP	maram,N,E-ACC,pl,,,	o
அகற்றி	V_VM_VNF_VBN	B-VGNF	akarYrYu,V,,,,,VBP	o
தூர்வாருவதற்கு	V_VM_VNF_RP_PRP	I-VGNF	wUrvAru,V,FUTURE,,,,RP-PRP	{/RP}
எனது	PR_PRP	B-NP	eVnY,PN,awu-GEN,,,,	{NF}
தலைமையில்	N_NN	I-NP	walEmE,N,il-LOC,,,,	o
பொதுமக்கள்	N_NN	B-NP	poVwumakkalY,N,,pl,,,	o
முயன்றபோது	V_VM_VNF_RP_PSP	B-VGNF	muyal,V,PAST,,,,RP-PSP-PSP	o
,	RD_PUNC	I-VGNF	&comma;,punc,,,,,	o
அதற்கு	PR_PRP	B-NP	awu,PN,ku-DAT,,,,	o
அனுமதி	N_NN	B-NP	anYumawi,N,,,,,	o
தர	V_VM_VNF_INF	B-VGNF	wA,V,,,,,INF	o
மறுத்து	V_VM_VNF_VBN	I-VGNF	marYu,V,,,,,VBP	{/NF}
உயர்	N_NN	B-NP	uyar,ADJ,,,,,	{COM}
நீதிமன்றத்தில்	N_NN	I-NP	nIwimanYrYam,N,il-LOC,,,,	o
கண்டனத்துக்கு	N_NN	B-NP	kaNtanYam,N,ukku-DAT,,,,	o
ஆளானவர்	V_VM_VF	B-VGF	AlYAku,V,PAST,,,,RP-PRP	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
ஏராளமான	JJ	B-NP	erAlYam,N,AnYa-ADJ,,,,	{MCL}
குற்றச்சாட்டுகளை	N_NN	I-NP	kurYrYaccAttu,N,E-ACC,pl,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	I-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்விவேகானந்தன்	N_NN	I-NP	AtciyarvivekAnYanwanY,unk,,,,,,	o
மீது	PSP	B-BLK	mIwu,PSP,,,,,	o
அடுக்கிக்	V_VM_VNF_VBN	B-VGF	atukku,V,,,,,VBP	o
கொண்டே	V_VM_VNF_VBN	I-VGF	PSP+CLT	o
செல்லலாம்	V_VM_VF	I-VGF	ceVl,V,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	{RP}
ஆட்சியராக	RB	B-VGNF	Atciyar,N,Aka-ADV,pl,,,	o
இருப்பவர்	V_VM_VNF_RP_PRP	I-VGNF	iru,V,FUTURE,,,,RP-PRP	{/RP}
அம்மாவட்டத்தின்	N_NN	B-NP	mAvattam,N,inY-GEN,,,,	{MCL}
வளர்ச்சிக்கு	N_NN	I-NP	valYarcci,N,kku-DAT,,,,	o
வழிகோல	V_VM_VNF_INF	B-VGNF	valYYikolu,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

மாறாக	RB	B-RBP	mArYAka,ADV,,,,,	{NF}
ஊழலில்	N_NN	B-NP	UlYYal,N,il-LOC,,,,	o
திளைத்து	V_VM_VNF_VBN	B-VGNF	wilYE,V,,,,,VBP	{/NF}
மாவட்டத்தின்	N_NN	B-NP	mAvattam,N,inY-GEN,,,,	{MCL}
வளர்ச்சிக்கு	N_NN	I-NP	valYarcci,N,kku-DAT,,,,	o
முட்டுக்கட்டைப்	N_NN	B-NP	muttukkattE,N,,,,,	o
போடக்	V_VM_VNF_INF	B-VGNF	potu,V,,,,,INF	o
கூடாது	RP_NEG	I-VGNF	kUtu,V,,,,,NEG	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{CON}
,	RD_PUNC	I-CCP	&comma;,punc,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	I-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
அம்மாவட்டத்தின்	N_NN	I-NP	mAvattam,N,inY-GEN,,,,	o
வளர்ச்சிக்கு	N_NN	B-NP	valYarcci,N,kku-DAT,,,,	o
தடையாக	RB	B-VGNF	watE,N,Aka-ADV,pl,,,	o
இருப்பதால்	V_VM_VNF_COND	I-VGNF	iru,V,FUTURE,,,,COND	{/CON}
அவரை	PR_PRP	B-NP	avar,PN,E-ACC,,,mf,	{NF}
உடனடியாக	RB	B-RBP	utanYatiyAka,ADV,,,,,	o
இடமாற்றம்	N_NN	B-NP	itamArYrYam,N,,,,,	o
செய்து	V_VM_VNF_VBN	B-VGNF	ceVy,V,,,,,VBP	{/NF}
நேர்மையான	JJ	B-NP	nermE,N,AnYa-ADJ,,,,	{COM}
அதிகாரி	N_NN	I-NP	awikAri,N,,,,,	o
ஒருவரை	N_NN	I-NP	oVruvar,N,E-ACC,,,,	o
புதிய	JJ	B-NP	puwiya,ADJ,,,,,	o
ஆட்சியராக	RB	B-RBP	Atciyar,N,Aka-ADV,pl,,,	o
அரசு	N_NN	B-NP	aracu,N,,,,,	o
நியமிக்க	V_VM_VNF_INF	B-VGNF	niyami,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	o
'	RD_SYM	I-VGF	',punc,,,,,,	{/COM}
'	RD_SYM	I-VGF	',punc,,,,,,	{MCL}


