ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அ8	QT_QTC	B-NP	a8,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
b0	QT_QTC	B-NP	b0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அங்	QT_QTC	B-NP	af,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8	QT_QTC	B-NP	8,num,,,,,,	o
d	RD_PUNC	I-NP	d,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அ4	QT_QTC	B-NP	a4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அங்	QT_QTC	B-NP	af,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8	QT_QTC	B-NP	8,num,,,,,,	o
அ	RD_PUNC	I-NP	A,N,a-ADJ,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அங்	N_NN	B-NP	af,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81	QT_QTC	B-NP	81,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அ4	QT_QTC	B-NP	a4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
bங்	RD_RDF	I-NP	bf,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	I-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	I-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அங்	QT_QTC	B-NP	af,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8	QT_QTC	B-NP	8,num,,,,,,	o
d	RD_PUNC	I-NP	d,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அஏ	RP_INJ	B-NP	ae,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
b3	QT_QTC	B-NP	b3,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஏ0	QT_QTC	B-NP	e,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
அங்	N_NN	B-NP	af,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81-2	QT_QTC	B-NP	81-2,num,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதி	N_NN	I-NP	woVkuwi,N,,,,,	o
மக்களுக்கு	N_NN	I-NP	makkalY,N,ukku-DAT,pl,,,	o
டிடிவி	N_NN	B-NP	titivi,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

தினகரன்	N_NNP	B-NP	winYakaranY,N,,,,m,	o
வாக்குறுதி	N_NN	I-NP	vAkkurYuwi,N,,,,,	o
சென்னை	N_NNP	B-NP	ceVnYnYE,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
மார்ச்	N_NNP	B-NP	mArc,N,,,,,	o
28–	N_NNP	I-NP	28–,num,,,,,,	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதி	N_NN	I-NP	woVkuwi,N,,,,,	o
அண்ணா	N_NNP	B-NP	aNNA,N,,,,,	o
தி.மு.க(	N_NNP	I-NP	wi.mu.ka,N,,,,,	o
அம்மா	N_NN	I-NP	ammA,N,,,,f,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
வேட்பாளர்	N_NN	B-NP	vetpAlYar,N,,,,,	o
டிடிவி	N_NNP	I-NP	titivi,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

தினகரன்	N_NNP	B-NP	winYakaranY,N,,,,m,	{RP}
அந்த	DM_DMR	B-NP	anwa,ADJ,,,,,	o
தொகுதியில்	N_NN	I-NP	woVkuwi,N,il-LOC,,,,	o
செய்யப்படவிருக்கும்	V_VM_VNF_RP	B-VGNF	ceVyyappatavirukkum,unk,,,,,,	o
பணிகள்	N_NN	B-NP	paNi,N,,pl,,,	{MCL}
குறித்து	PSP	B-BLK	kurYiwwu,ADV,,,,,	{/RP}
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	o
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
வாக்குறுதி	N_NN	B-NP	vAkkurYuwi,N,,,,,	o
அளித்திருக்கிறார்	V_VM_VF	B-VGF	alYi,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஜெயலலிதாவிடம்	N_NNP	B-NP	jeVyalaliwA,N,itam-LOC,,,f,	{MCL}
விண்ணப்பித்த	N_NNP	B-NP	viNNappi,V,PAST,,,,RP	o
57	QT_QTC	B-NP	57,num,,,,,,	o
ஆயிரம்	QT_QTC	I-NP	Ayiram,N,,,,,	o
பேருக்கு	N_NN	I-NP	per,N,ukku-DAT,,,,	o
வீடுகள்	N_NN	B-NP	vIt,N,,pl,,,	o
கட்டித்	V_VM_VNF_VBN	B-VGF	kattu,V,,,,,VBP	o
தரப்படும்	V_VM_VF	I-VGF	wA,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இளைஞர்கள்	N_NN	B-NP	ilYEFar,N,,pl,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
பெண்களுக்கு	N_NN	B-NP	peVNkalY,N,ukku-DAT,pl,,,	o
மாபெரும்	JJ	B-NP	mApeVrum,ADJ,,,,,	o
வேலைவாய்ப்பு	N_NN	I-NP	velEvAyppu,N,,,,,	o
முகாம்	N_NN	B-NP	mukAm,N,,,,,	o
ஏற்படுத்தப்படும்	V_VM_VF	B-VGF	erYpatuwwu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

உயர்	N_NN	B-NP	uyar,ADJ,,,,,	{COM}
பல்நோக்கு	N_NN	I-NP	palnokku,N,,,,,	o
மருத்துவமனை	N_NN	B-NP	maruwwuvamanYE,N,,,,,	o
அமைக்கப்படும்	V_VM_VF	B-VGF	amE,V,FUTURE,,,,RP	o
என்றும்	CC_CCS	B-CCP	eVnYrYum,ADV,,,,,	{/COM}
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	{MCL}
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
கூறியுள்ளார்	V_VM_VF	B-VGF	kUrYu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அண்ணா	N_NNP	B-NP	aNNA,N,,,,,	{INF}
தி.மு.க(	N_NNP	I-NP	wi.mu.ka,N,,,,,	o
அம்மா	N_NN	I-NP	ammA,N,,,,f,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
தலைமை	N_NN	B-NP	walEmE,N,,,,,	o
கழகத்த்ல்	N_NN	I-NP	kalYYakawwl,unk,,,,,,	o
நேற்று	N_NN	B-NP	nerYrYu,ADV,,,,,	o
அண்ணா	N_NNP	B-NP	aNNA,N,,,,,	o
தி.மு.க.	N_NNP	I-NP	wi.mu.ka,N,,,,,	o
அமைப்பு	N_NN	I-NP	amEppu,N,,,,,	o
செயலாளர்	N_NN	I-NP	ceVyalAlYar,N,,,,,	o
பண்ருட்டி	N_NNP	B-NP	paNrutti,N,,,,,	o
ராமச்சந்திரன்	N_NNP	I-NP	rAmaccanwiranY,N,,,,m,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
அறிக்கையை	N_NN	I-NP	arYikkE,N,E-ACC,,,,	o
வெளியிட	V_VM_VNF_INF	B-VGNF	veVlYiyitu,V,,,,,INF	{/INF}
அதனை	PR_PRP	B-NP	awanY,PN,E-ACC,,,,	{MCL}
முதலமைச்சர்	N_NN	B-NP	muwalamEccar,N,,,,,	o
எடப்பாடி	N_NNP	B-NP	eVtappAti,N,,,,,	o
கே.	N_NNP	I-NP	ke,N,,,,,	o
பழனிசாமி	N_NNP	I-NP	palYYanYicAmi,N,,,,m,	o
பெற்றுக்கொண்டார்	V_VM_VF	B-VGF	peVrYrYukkoVlY,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அந்த	DM_DMR	B-NP	anwa,ADJ,,,,,	{COM}
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
கூறப்பட்டிருப்பதாவது	V_VM_VNF_RP_PRP	B-VGNF	kUrYappattiruppawAvawu,unk,,,,,,	o
:	RD_PUNC	I-VGNF	:,punc,,,,,,	o
–	RD_SYM	I-VGNF	–,punc,,,,,,	o
தங்களுக்கென	PR_PRP	B-NP	wafkalY,PN,ukku-DAT,,,,	o
ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	o
சொந்த	JJ	B-NP	coVnwa,ADJ,,,,,	o
வீடு	N_NN	I-NP	vItu,N,,,,,	o
வேண்டும்	V_VM_VF	B-VGF	veNtum,V,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
ஜெயலலிதாவிடம்	N_NNP	B-NP	jeVyalaliwA,N,itam-LOC,,,f,	{MCL}
இதுவரை	RB	B-VGNF	iwuvarE,ADV,,,,,	o
விண்ணப்பித்திருக்கும்	V_VM_VNF_RP	I-VGNF	viNNappi,V,FUTURE,,,,RP	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதியின்	N_NN	I-NP	woVkuwi,N,inY-GEN,,,,	o
57	QT_QTC	B-NP	57,num,,,,,,	o
ஆயிரம்	QT_QTC	I-NP	Ayiram,N,,,,,	o
விண்ணப்பதாரர்களுக்கும்	N_NN	I-NP	viNNappawArar,N,ukku-DAT,pl,,,	o
வீடுகள்	N_NN	B-NP	vIt,N,,pl,,,	o
கட்டித்	V_VM_VNF_VBN	B-VGF	kattu,V,,,,,VBP	o
தரப்படும்	V_VM_VF	I-VGF	wA,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	{MCL}
சட்டமன்ற	N_NN	I-NP	cattamanYrYam,N,a-ADJ,,,,	o
தொகுதிக்குட்பட்ட	V_VM_VNF_RP	B-VGNF	woVkuwikkutpatta,ADJ,,,,,	o
தண்டையார்பேட்டையில்	N_NN	B-NP	waNtEyArpettE,N,il-LOC,,,,	o
அனைத்து	N_NN	B-NP	anYEwwu,ADJ,,,,,	o
வசதிகளுடன்	N_NN	I-NP	vacawi,N,utanY-SOC,pl,,,	o
கூடிய	PSP	B-BLK	kUtiya,PSP,,,,,	o
பல்நோக்கு	N_NN	B-NP	palnokku,N,,,,,	o
உயர்	N_NN	B-NP	uyar,ADJ,,,,,	o
சிறப்பு	N_NN	I-NP	cirYappu,N,,,,,	o
மருத்துவமனை	N_NN	I-NP	maruwwuvamanYE,N,,,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
மல்டி	N_NNP	I-NP	malti,N,,,,,	o
சூப்பர்	N_NNP	I-NP	cUppar,N,,,,,	o
ஸ்பெஷாலிட்டி	N_NNP	I-NP	speVRAlitti,N,,,,,	o
ஹாஸ்பிட்டல்	N_NNP	I-NP	hAspittal,unk,,,,,,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
அமைக்கப்படும்	V_VM_VF	B-VGF	amE,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

10	QT_QTC	B-NP	10,num,,,,,,	{MCL}
பல்நோக்கு	N_NN	I-NP	palnokku,N,,,,,	o
மருத்துவமனைகள்	N_NN	I-NP	maruwwuvamanYE,N,,pl,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
பாலி	N_NNP	I-NP	pAli,N,,,,,	o
கிளினிக்ஸ்	N_NNP	I-NP	kilYinYiks,unk,,,,,,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
10	QT_QTC	B-NP	10,num,,,,,,	o
நடமாடும்	N_NN	I-NP	natamAtu,V,FUTURE,,,,RP	o
மருத்துவமனைகள்	N_NN	I-NP	maruwwuvamanYE,N,,pl,,,	o
அமைக்கப்படும்	V_VM_VF	B-VGF	amE,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

வேலைவாய்ப்புக்கான	JJ	B-NP	velEvAyppu,N,kku-DAT,,,,	{MCL}
ஆலோசனை	N_NN	I-NP	AlocanYE,N,,,,,	o
மையம்	N_NN	I-NP	mEyam,N,,,,,	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதியில்	N_NN	I-NP	woVkuwi,N,il-LOC,,,,	o
நிறுவப்படும்	V_VM_VF	B-VGF	nirYuvu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இத்தொகுதி	N_NN	B-NP	woVkuwi,N,,,,,	{INF}
இளைஞர்கள்	N_NN	I-NP	ilYEFar,N,,pl,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
இளம்பெண்கள்	N_NN	B-NP	ilYampeVN,N,,pl,,f,	o
வாழ்வு	N_NN	I-NP	vAlYYvu,N,,,,,	o
வளம்பெற	V_VM_VNF_INF	B-VGNF	valYampeVrYu,V,,,,,INF	{/INF}
மாபெரும்	JJ	B-NP	mApeVrum,ADJ,,,,,	{MCL}
வேலைவாய்ப்பு	N_NN	I-NP	velEvAyppu,N,,,,,	o
முகாம்கள்	N_NN	B-NP	mukAm,N,,pl,,,	o
தொடர்ந்து	V_VM_VNF_VBN	B-VGF	woVtar,V,,,,,VBP	o
நடைபெறும்	V_VM_VF	I-VGF	natEpeVrYu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இளைஞர்	N_NN	B-NP	ilYEFar,N,,,,,	{INF}
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
இளம்பெண்கள்	N_NN	B-NP	ilYampeVN,N,,pl,,f,	o
பயன்பெற	V_VM_VNF_INF	B-VGNF	payanYpeVrYu,V,,,,,INF	{/INF}
அரசு	N_NN	B-NP	aracu,N,,,,,	{MCL}
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
வங்கி	N_NN	B-NP	vafki,N,,,,,	o
சார்ந்த	JJ	I-NP	cAr,V,PAST,,,,RP	o
பணிகளுக்கான	JJ	I-NP	paNi,N,ukku-DAT,pl,,,	o
இலவச	N_NN	I-NP	ilavaca,ADJ,,,,,	o
பயிற்சி	N_NN	I-NP	payirYci,N,,,,,	o
மையம்	N_NN	I-NP	mEyam,N,,,,,	o
நிறுவப்படும்	V_VM_VF	B-VGF	nirYuvu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இத்தொகுதி	N_NN	B-NP	woVkuwi,N,,,,,	{MCL}
இளைஞர்களுக்கான	JJ	B-NP	ilYEFar,N,ukku-DAT,pl,,,	o
உலகத்தரம்	N_NN	I-NP	ulakawwaram,N,,,,,	o
வாய்ந்த	JJ	B-NP	vAy,V,PAST,,,,RP	o
உடற்பயிற்சி	N_NN	I-NP	utarYpayirYci,N,,,,,	o
கூடங்கள்	N_NN	B-NP	kUtam,N,,pl,,,	o
(	RD_SYM	I-NP	(,punc,,,,,,	o
ஜிம்	RD_RDF	B-BLK	jim,N,,,,,	o
)	RD_SYM	I-BLK	),punc,,,,,,	o
அமைக்கப்படும்	V_VM_VF	B-VGF	amE,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

கொடுங்கையூர்	N_NNP	B-NP	koVtufkEyUr,N,,,,,	{MCL}
எழில்	N_NN	I-NP	eVlYYil,N,,,,,	o
நகரில்	N_NN	I-NP	nakar,N,il-LOC,,,,	o
குப்பை	N_NN	B-NP	kuppE,N,,,,,	o
சேகரிக்கும்	V_VM_VNF_RP	B-VGNF	cekari,V,FUTURE,,,,RP	o
மையம்	N_NN	B-NP	mEyam,N,,,,,	o
மாசு	N_NN	I-NP	mAcu,N,,,,,	o
இல்லாத	RP_NEG	B-NEGP	il,V,,,,,neg_rp-NEG	o
நவீனப்படுத்தப்பட்ட	N_NN	B-NP	navInYappatuwwu,V,PAST,,,,RP	o
பகுதியாக	RB	B-VGF	pakuwi,N,Aka-ADV,,,,	o
மாற்றப்படும்	V_VM_VF	I-VGF	mArYrYu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

உலகத்தரம்	N_NN	B-NP	ulakawwaram,N,,,,,	{MCL}
வாய்ந்ததாகவும்	RB	B-RBP	vAy,V,PAST,sg,3,n,RP-PRP	o
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
நவீனமானதாகவும்	RB	B-RBP	navInYamAnYawAkavum,unk,,,,,,	o
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
மீன்	N_NN	B-NP	mInY,N,,,,,	o
வியாபாரிகளின்	N_NN	I-NP	viyApAri,N,inY-GEN,pl,,,	o
அடிப்படை	N_NN	I-NP	atippatE,N,,,,,	o
வசதிகளை	N_NN	I-NP	vacawi,N,E-ACC,pl,,,	o
பூர்த்தி	N_NN	B-NP	pUrwwi,N,,,,,	o
செய்வதாகவும்	RB	B-RBP	ceVy,V,FUTURE,sg,3,n,RP-PRP	o
அமையும்	N_NN	B-NP	amE,V,FUTURE,sg,3,n,	o
புதிய	JJ	B-NP	puwiya,ADJ,,,,,	o
மீன்	N_NN	I-NP	mInY,N,,,,,	o
அங்காடி	N_NN	B-NP	afkAti,N,,,,,	o
கட்டித்தரப்படும்	V_VM_VF	B-VGF	kattiwwA,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இத்தொகுதியில்	N_NN	B-NP	woVkuwi,N,il-LOC,,,,	{RP}
வசிக்கும்	V_VM_VNF_RP	B-VGNF	vaci,V,FUTURE,,,,RP	o
மீனவ	N_NN	B-NP	mInYavanY,N,a-ADJ,,,m,	{/RP}
சமூகப்	N_NN	B-NP	camUka,ADJ,,,,,	{RP}
பெருங்குடி	N_NN	I-NP	peVrufkuti,N,,,,,	o
மக்கள்	N_NN	I-NP	makkalY,N,,pl,,,	o
பயன்பெறும்	V_VM_VNF_RP	B-VGNF	payanYpeVrYu,V,FUTURE,,,,RP	o
வகையில்	N_NN	B-NP	vakE,N,il-LOC,,,,	{/RP}
வ.உ.சி.	N_NNP	B-NP	va.u.ci,N,,,,m,	{RP}
நகரில்	N_NN	I-NP	nakar,N,il-LOC,,,,	o
இருக்கும்	V_VM_VNF_RP	B-VGNF	irukku,V,FUTURE,,,,RP	o
மீன்	N_NN	B-NP	mInY,N,,,,,	{MCL}
மார்க்கெட்	N_NN	I-NP	mArkkeVt,N,,,,,	{/RP}
நவீன	N_NN	B-NP	navInYam,N,a-ADJ,,,,	o
வசதிகளுடன்	N_NN	I-NP	vacawi,N,utanY-SOC,pl,,,	o
தரம்	N_NN	B-NP	waram,N,,,,,	o
உயர்த்தி	V_VM_VNF_VBN	B-VGF	uyarwwu,V,,,,,VBP	o
சீரமைத்துத்	V_VM_VNF_VBN	I-VGF	cIramE,V,,,,,VBP	o
தரப்படும்	V_VM_VF	I-VGF	wA,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

எண்ணூர்	N_NNP	B-NP	eVNNUr,N,,,,,	{MCL}
நெடுஞ்சாலை	N_NN	I-NP	neVtuFcAlE,N,,,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
மணலி	N_NN	B-NP	maNali,N,,,,,	o
சாலையில்	N_NN	I-NP	cAlE,N,il-LOC,pl,,,	o
ரெயில்வே	N_NN	B-NP	reVyilve,N,,,,,	o
சந்திப்பு	N_NN	I-NP	canwippu,N,,,,,	o
பகுதியில்	N_NN	I-NP	pakuwi,N,il-LOC,,,,	o
ரூ.117	QT_QTC	B-NP	rU.117,num,,,,,,	o
கோடி	QT_QTC	I-NP	koti,N,,,,,	o
செலவில்	N_NN	I-NP	ceVlavu,N,il-LOC,,,,	o
மேம்பாலம்	N_NN	B-NP	mempAlam,N,,,,,	o
கட்டும்	V_VM_VNF_RP	B-VGNF	kattu,V,FUTURE,,,,RP	o
பணி	N_NN	B-NP	paNi,N,,,,,	o
விரைந்து	V_VM_VNF_VBN	B-VGF	virE,V,,,,,VBP	o
முடிக்கப்படும்	V_VM_VF	I-VGF	muti,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அரசு	N_NN	B-NP	aracu,N,,,,,	{MCL}
கலை	N_NN	I-NP	kalE,N,,,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
அறிவியல்	N_NN	B-NP	arYiviyal,N,,,,,	o
