ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
அதிகாரிகள்	N_NN	I-NP	awikAri,N,,pl,,,	o
சம்பவ	N_NN	B-NP	campavam,N,a-ADJ,,,,	o
இடத்துக்கு	N_NN	I-NP	itam,N,ukku-DAT,,,,	o
விரைந்துள்ளனர்	V_VM_VF	B-VGF	virE,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ரயில்	N_NN	B-NP	rayil,N,,,,,	{MCL}
பெட்டிகள்	N_NN	I-NP	peVtti,N,,pl,,,	o
தடம்	N_NN	B-NP	watam,N,,,,,	o
புரண்டதுக்கான	JJ	B-NP	puraNtawukkAnYa,unk,,,,,,	o
காரணம்	N_NN	I-NP	kAraNam,N,,,,,	o
இதுவரை	RB	B-VGF	iwuvarE,ADV,,,,,	o
தெரியவில்லை	RP_NEG	I-VGF	weVri,V,,,,,NEG	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

பயணிகளின்	N_NN	B-NP	payaNi,N,inY-GEN,pl,,,	{INF}
உறவினர்களுக்கு	N_NN	I-NP	urYavinYar,N,ukku-DAT,pl,,,	o
விபத்துத்	N_NN	B-NP	vipawwu,N,,,,,	o
தகவலைத்	N_NN	I-NP	wakaval,N,E-ACC,,,,	o
தெரிவிக்க	V_VM_VNF_INF	B-VGNF	weVrivi,V,,,,,INF	{/INF}
ஜான்சி	N_NN	B-NP	jAnYci,N,,,,f,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
பாந்தா	N_NNP	B-NP	pAnwA,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
குவாலியர்	N_NNP	B-NP	kuvAliyar,N,,,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
நிசாமுதீன்	N_NNP	B-NP	nicAmuwInY,N,,,,,	o
ரயில்	N_NN	I-NP	rayil,N,,,,,	o
நிலையங்களில்	N_NN	I-NP	nilEyam,N,il-LOC,pl,,,	o
உதவி	N_NN	B-NP	uwavi,N,,,,,	o
மையங்கள்	N_NN	I-NP	mEyam,N,,pl,,,	o
அமைக்கப்பட்டுள்ளதாக	RB	B-RBP	amE,V,PRESENT,sg,3,n,RP-PRP	o
ரயில்வே	N_NN	B-NP	rayilve,N,,,,,	o
அதிகாரிகள்	N_NN	I-NP	awikAri,N,,pl,,,	o
தெரிவித்துள்ளனர்	V_VM_VF	B-VGF	weVrivi,V,PRESENT,pl,3,c,	{/MCL}


