ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
முதல்வராக	RB	B-VGF	muwalvar,N,Aka-ADV,,,,	o
வேண்டும்	V_VM_VF	I-VGF	veNtum,V,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
சசிகலா	N_NNP	B-NP	cacikalA,N,,,,f,	{MCL}
ஆசைப்பட்டார்	V_VM_VF	B-VGF	AcEppatu,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதனாலேயே	CC_CCS	B-CCP	awanY,PN,Al-INS,,,,	{MCL}
பிரச்சினை	N_NN	B-NP	piraccinYE,N,,,,,	o
ஏற்பட்டது	V_VM_VF	B-VGF	erYpatu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

சசிகலா	N_NNP	B-NP	cacikalA,N,,,,f,	{MCL}
முதல்வராக	RB	B-RBP	muwalvar,N,Aka-ADV,,,,	o
ஆசைப்பட்டதாலேயே	N_NN	B-NP	AcEppattawAleye,unk,,,,,,	o
அதிமுகவில்	N_NN	I-NP	awimuka,N,il-LOC,,,,	o
பிரச்சினை	N_NN	B-NP	piraccinYE,N,,,,,	o
வெடித்தது	V_VM_VF	B-VGF	veVti,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அவரை	PR_PRP	B-NP	avar,PN,E-ACC,,,mf,	{COM}
மக்கள்	N_NN	B-NP	makkalY,N,,pl,,,	o
ஏற்க	V_VM_VNF_INF	B-VGNF	el,V,,,,,INF	o
மாட்டார்கள்	RP_NEG	I-VGNF	mAttu,V,,pl,3,c,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
மூத்த	JJ	B-NP	mUwwa,ADJ,,,,,	{MCL}
நிர்வாகிகள்	N_NN	I-NP	nirvAkikalY,N,,,,,	o
என்னிடம்	PR_PRP	B-NP	eVnY,PN,itam-LOC,,,,	o
கேட்டனர்	V_VM_VF	B-VGF	kelY,V,PAST,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதன்	PR_PRP	B-NP	iwanY,PN,,,,,	{MCL}
காரணமாகவே	RB	B-RBP	kAraNam,N,Aka-ADV,,,,	o
ஜெயலலிதா	N_NNP	B-NP	jeVyalaliwA,N,,,,f,	o
சமாதியில்	N_NN	I-NP	camAwi,N,il-LOC,,,,	o
எனது	PR_PRP	B-NP	eVnY,PN,awu-GEN,,,,	o
மனக்குமுறல்களை	N_NN	I-NP	manYakkumurYalkalYE,unk,,,,,,	o
கொட்டினேன்	V_VM_VF	B-VGF	koVttu,V,PAST,sg,1,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

முன்னாள்	JJ	B-NP	munYnYAlY,N,,,,,	{COM}
முதல்வர்	N_NN	I-NP	muwalvar,N,,,,,	o
ஜெயலலிதாவுக்கு	N_NNP	B-NP	jeVyalaliwA,N,ukku-DAT,,,f,	o
வெளிநாட்டில்	N_NN	B-NP	veVlYinAtu,N,il-LOC,,,,	o
சிகிச்சை	N_NN	B-NP	cikiccE,N,,,,,	o
அளிக்கவேண்டும்	V_VM_VF	B-VGF	alYi,V,FUTURE,,,,RP	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
தம்பிதுரையிடம்	N_NN	B-NP	wampiwurE,N,itam-LOC,,,m,	{MCL}
கேட்டேன்	V_VM_VF	B-VGF	kelY,V,PAST,sg,1,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{COM}
எனது	PR_PRP	B-NP	eVnY,PN,awu-GEN,,,,	o
கோரிக்கை	N_NN	B-NP	korikkE,N,,,,,	o
ஏற்கப்படவில்லை	RP_NEG	B-VGF	erYkappatavillE,unk,,,,,,	o
"	RD_SYM	I-VGF	",punc,,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
தெரிவித்தார்	V_VM_VF	B-VGF	weVrivi,V,PAST,sg,3,c,	{/MCL}


